2	4.885786	4.635793	2.517011	0.123563	0.007812
4	4.893437	4.643640	2.501780	0.123562	0.007812
6	4.861686	4.610868	2.610174	0.123562	0.007812
8	4.852113	4.599314	2.815434	0.123562	0.015625
10	4.878218	4.623705	2.994334	0.123561	0.015625
12	4.795271	4.539084	3.169521	0.123561	0.015625
14	4.856199	4.599331	3.245164	0.123560	0.023438
16	4.827745	4.572087	3.131764	0.123559	0.031250
18	4.825201	4.567801	3.313330	0.123559	0.023438
20	4.743736	4.483082	3.646002	0.123559	0.054688
22	4.757155	4.488979	4.404774	0.123558	0.046875
24	4.864937	4.589924	5.094819	0.123557	0.023438
26	4.789003	4.519068	4.593635	0.123556	0.015625
28	4.688022	4.409746	5.434322	0.123555	0.054688
30	4.779500	4.504796	5.083158	0.123554	0.031250
32	4.700108	4.418935	5.736392	0.123552	0.062500
34	4.763020	4.483719	5.555266	0.123550	0.031250
36	4.652583	4.368476	6.041835	0.123549	0.085938
38	4.658934	4.372413	6.288867	0.123547	0.046875
40	4.618642	4.337180	5.788459	0.123545	0.031250
42	4.608120	4.325625	5.897230	0.123543	0.039062
44	4.663547	4.368353	7.171953	0.123541	0.039062
46	4.608844	4.313408	7.200724	0.123538	0.031250
48	4.635080	4.343425	6.826710	0.123536	0.054688
50	4.596647	4.305731	6.756794	0.123533	0.039062
52	4.639514	4.348655	6.755064	0.123531	0.039062
54	4.658855	4.366505	6.908098	0.123528	0.046875
56	4.535160	4.245339	6.659083	0.123526	0.054688
58	4.542786	4.246855	7.273081	0.123524	0.062500
60	4.533207	4.229094	8.093915	0.123521	0.062500
62	4.633389	4.333945	7.629201	0.123518	0.062500
64	4.498669	4.202086	7.345566	0.123516	0.078125
66	4.569388	4.270134	7.615098	0.123513	0.062500
68	4.631272	4.334947	7.324718	0.123512	0.031250
70	4.430061	4.132828	7.418185	0.123510	0.109375
72	4.429381	4.126699	7.965191	0.123509	0.078125
74	4.471590	4.162910	8.566830	0.123507	0.085938
76	4.481537	4.173832	8.471175	0.123506	0.093750
78	4.477730	4.171495	8.325916	0.123505	0.062500
80	4.481260	4.183169	7.512944	0.123504	0.054688
82	4.474063	4.168166	8.294286	0.123503	0.046875
84	4.411099	4.114428	7.372497	0.123502	0.070312
86	4.550828	4.250760	7.712748	0.123501	0.046875
88	4.439850	4.132455	8.445998	0.123501	0.054688
90	4.484442	4.178806	8.270309	0.123501	0.054688
92	4.461765	4.154677	8.415616	0.123501	0.062500
94	4.565690	4.250158	9.260056	0.123500	0.085938
96	4.499481	4.188376	8.817830	0.123500	0.062500
98	4.282630	3.986513	7.319331	0.123499	0.140625
100	4.359103	4.060166	7.600553	0.123499	0.078125
102	4.338951	4.029671	8.634039	0.123498	0.054688
104	4.290451	3.978141	8.936029	0.123498	0.062500
106	4.275616	3.963943	8.870945	0.123499	0.125000
108	4.387632	4.071190	9.345613	0.123499	0.101562
110	4.317957	3.996553	9.839355	0.123499	0.109375
112	4.284635	3.951236	11.036503	0.123499	0.085938
114	4.247785	3.932526	9.220520	0.123498	0.062500
116	4.534290	4.212629	9.858672	0.123498	0.054688
118	4.295079	3.967134	10.485952	0.123499	0.078125
120	4.327307	4.002861	10.134847	0.123500	0.085938
122	4.323400	4.010378	8.991085	0.123500	0.109375
124	4.226871	3.919803	8.394182	0.123501	0.101562
126	4.201018	3.885826	9.204842	0.123501	0.078125
128	4.344756	4.037647	8.394228	0.123502	0.140625
130	4.165062	3.849898	9.197543	0.123503	0.093750
132	4.264800	3.949103	9.247982	0.123505	0.062500
134	4.203890	3.888763	9.187984	0.123506	0.101562
136	4.249621	3.931422	9.492083	0.123509	0.093750
138	4.397325	4.080390	9.362469	0.123511	0.070312
140	4.301427	3.982112	9.597837	0.123513	0.085938
142	4.259802	3.930704	10.573391	0.123515	0.093750
144	4.234399	3.912112	9.890106	0.123517	0.109375
146	4.094625	3.772716	9.850044	0.123519	0.093750
148	4.292004	3.973891	9.467645	0.123520	0.070312
150	4.280394	3.956075	10.085210	0.123522	0.085938
152	4.214727	3.893231	9.799422	0.123524	0.148438
154	4.179197	3.865452	9.020490	0.123526	0.093750
156	4.300353	3.982456	9.431484	0.123527	0.046875
158	4.094935	3.780911	9.040364	0.123529	0.117188
160	4.122910	3.802441	9.680580	0.123531	0.117188
162	4.285601	3.962951	9.894865	0.123533	0.054688
164	4.152973	3.835275	9.396630	0.123536	0.093750
166	4.189935	3.873605	9.256089	0.123539	0.093750
168	4.169811	3.860175	8.583332	0.123542	0.109375
170	4.238205	3.922974	9.139062	0.123546	0.062500
172	4.192188	3.875278	9.302906	0.123550	0.085938
174	4.252122	3.932157	9.604813	0.123554	0.132812
176	4.084847	3.766828	9.407189	0.123559	0.078125
178	4.099110	3.776070	9.905909	0.123565	0.101562
180	4.214258	3.891819	9.841768	0.123570	0.101562
182	4.236546	3.913406	9.907991	0.123575	0.093750
184	4.373250	4.045327	10.381987	0.123580	0.078125
186	4.050028	3.725617	10.026587	0.123584	0.140625
188	4.135592	3.811216	10.018358	0.123589	0.093750
190	3.964360	3.638597	10.152388	0.123594	0.117188
192	4.047039	3.722814	9.993178	0.123599	0.125000
194	4.434087	4.107519	10.221781	0.123604	0.085938
196	4.182157	3.864613	9.315619	0.123608	0.070312
198	4.099067	3.789319	8.532175	0.123613	0.109375
200	3.898247	3.584839	8.894456	0.123618	0.164062
202	4.038105	3.724756	8.883692	0.123622	0.132812
204	3.939230	3.619927	9.474069	0.123627	0.156250
206	3.815115	3.493219	9.728048	0.123632	0.187500
208	4.059255	3.735057	9.952310	0.123637	0.109375
210	4.014199	3.692328	9.714285	0.123643	0.148438
212	4.079078	3.755042	9.925222	0.123649	0.171875
214	3.950422	3.630257	9.532526	0.123655	0.117188
216	3.897267	3.565137	10.723217	0.123661	0.210938
218	3.967663	3.633862	10.884365	0.123668	0.140625
220	3.980804	3.639953	11.583642	0.123676	0.125000
222	4.111973	3.770655	11.625389	0.123685	0.140625
224	3.895795	3.562443	10.824419	0.123693	0.125000
226	3.995322	3.666026	10.413095	0.123701	0.156250
228	4.173478	3.842610	10.564227	0.123709	0.109375
230	4.000662	3.670058	10.532448	0.123717	0.101562
232	3.988174	3.661322	10.151831	0.123725	0.164062
234	3.942885	3.620074	9.742131	0.123733	0.156250
236	4.016028	3.690307	10.027297	0.123741	0.101562
238	3.990804	3.663955	10.133816	0.123749	0.125000
240	4.023503	3.685821	11.210617	0.123758	0.164062
242	4.059163	3.720437	11.308479	0.123767	0.117188
244	3.999970	3.673966	10.030256	0.123776	0.132812
246	3.980963	3.649271	10.592405	0.123786	0.109375
248	4.009853	3.676891	10.712827	0.123795	0.125000
250	3.994700	3.659505	10.930148	0.123805	0.093750
252	3.932020	3.606540	9.953378	0.123814	0.179688
254	4.036396	3.711837	9.856170	0.123824	0.109375
256	3.987152	3.661711	9.939865	0.123834	0.148438
258	4.053944	3.729755	9.809721	0.123844	0.093750
260	4.017645	3.698735	9.276876	0.123853	0.125000
262	4.007973	3.687870	9.390724	0.123862	0.148438
264	3.782052	3.459432	9.636730	0.123871	0.187500
266	3.919431	3.590293	10.281355	0.123881	0.148438
268	3.909657	3.586024	9.723356	0.123893	0.109375
270	3.973031	3.646442	10.011662	0.123905	0.156250
272	3.684632	3.349705	10.838095	0.123917	0.179688
274	3.865173	3.525837	11.270358	0.123929	0.179688
276	3.655579	3.317119	11.174217	0.123940	0.195312
278	3.881952	3.544162	11.098486	0.123951	0.164062
280	3.876474	3.539569	11.002448	0.123961	0.132812
282	4.073823	3.736327	11.055080	0.123972	0.125000
284	3.959200	3.628821	10.337984	0.123982	0.140625
286	3.853549	3.523690	10.280607	0.123992	0.140625
288	3.729483	3.399351	10.301711	0.124002	0.226562
290	4.022458	3.686083	10.918797	0.124012	0.179688
292	3.644817	3.314217	10.334360	0.124023	0.187500
294	3.900744	3.566553	10.685167	0.124034	0.187500
296	3.844644	3.506499	11.072481	0.124046	0.117188
298	3.911502	3.576598	10.740347	0.124057	0.148438
300	3.864107	3.526532	10.999988	0.124069	0.164062
302	3.767782	3.428108	11.202805	0.124081	0.171875
304	3.910986	3.578124	10.513922	0.124093	0.156250
306	3.925239	3.590700	10.673100	0.124106	0.179688
308	3.705505	3.363882	11.372324	0.124119	0.179688
310	3.878174	3.535906	11.427229	0.124134	0.125000
312	3.840412	3.501903	11.041814	0.124147	0.148438
314	3.814881	3.471941	11.475227	0.124162	0.125000
316	3.879904	3.541986	10.962904	0.124177	0.109375
318	3.924078	3.577260	11.842968	0.124192	0.132812
320	3.934615	3.600082	10.605572	0.124207	0.148438
322	3.721656	3.383916	10.917749	0.124222	0.195312
324	3.652752	3.310140	11.395487	0.124237	0.156250
326	3.883673	3.549494	10.542358	0.124253	0.148438
328	4.031119	3.693463	10.880554	0.124269	0.140625
330	3.807523	3.465400	11.318010	0.124286	0.164062
332	3.895680	3.557122	10.951809	0.124303	0.148438
334	3.850381	3.518790	10.245266	0.124321	0.140625
336	3.692712	3.359273	10.419799	0.124340	0.226562
338	3.842798	3.505904	10.754932	0.124359	0.125000
340	3.874790	3.543025	10.232484	0.124377	0.148438
342	3.729604	3.394660	10.541023	0.124394	0.171875
344	3.736042	3.397404	10.900338	0.124411	0.195312
346	3.745317	3.410753	10.482758	0.124431	0.203125
348	3.730650	3.393502	10.731380	0.124450	0.171875
