2	2.616465	2.378634	2.167216	1.835131	0.101562
4	2.533453	2.293149	2.418525	1.835116	0.109375
6	2.462941	2.218940	2.792052	1.835119	0.132812
8	2.371294	2.110094	4.514545	1.835176	0.203125
10	2.374742	2.099619	5.908281	1.835267	0.226562
12	2.178970	1.907198	5.573777	1.835400	0.351562
14	2.222732	1.942098	6.458778	1.835620	0.265625
16	2.147684	1.849663	8.195028	1.835893	0.250000
18	2.244669	1.955633	7.293168	1.836194	0.343750
20	2.111565	1.837656	5.775943	1.836439	0.273438
22	2.244657	1.966339	6.211257	1.836695	0.226562
24	2.102517	1.827923	5.833213	1.836988	0.335938
26	2.206080	1.932977	5.677943	1.837340	0.304688
28	2.082438	1.814444	5.161411	1.837818	0.320312
30	2.031468	1.752566	6.246687	1.838450	0.375000
32	2.043671	1.775006	5.219224	1.839246	0.367188
34	1.939126	1.669043	5.357660	1.840202	0.351562
36	2.053903	1.785710	5.165232	1.841290	0.289062
38	2.055648	1.780549	5.853116	1.842489	0.304688
40	2.092643	1.825773	5.027887	1.843798	0.328125
42	1.956087	1.689288	5.019116	1.845175	0.328125
44	2.059296	1.791600	5.106600	1.846595	0.335938
46	2.026107	1.755999	5.346103	1.848083	0.343750
48	2.053031	1.789922	4.644729	1.849641	0.375000
50	1.947322	1.688224	4.242662	1.851359	0.351562
52	1.993190	1.728856	4.765341	1.853166	0.359375
54	2.041581	1.781963	4.293294	1.855044	0.367188
56	1.897864	1.637590	4.359229	1.857088	0.328125
58	1.900633	1.639359	4.459767	1.859234	0.351562
60	2.076789	1.817529	4.259160	1.861453	0.328125
62	1.968698	1.709050	4.299329	1.863691	0.406250
64	1.981761	1.722885	4.223646	1.865993	0.359375
66	1.918903	1.663128	3.915258	1.868364	0.328125
68	1.933676	1.684285	3.278024	1.870673	0.406250
70	1.926222	1.673535	3.608059	1.872914	0.359375
72	1.872760	1.617206	3.895287	1.875147	0.375000
74	1.847386	1.592878	3.790939	1.877538	0.375000
76	1.933696	1.676650	4.045105	1.880182	0.382812
78	1.983317	1.723411	4.331918	1.882882	0.273438
80	1.899863	1.644135	3.915873	1.885716	0.421875
82	1.808097	1.553587	3.796273	1.888717	0.359375
84	1.840925	1.585822	3.857919	1.891891	0.406250
86	1.850301	1.599778	3.402632	1.895179	0.453125
88	1.750388	1.499141	3.477124	1.898451	0.484375
90	1.876104	1.623260	3.637907	1.901715	0.398438
92	1.928993	1.674439	3.809679	1.904945	0.382812
94	1.724941	1.471891	3.660192	1.908222	0.460938
96	1.796641	1.540529	3.967200	1.911553	0.398438
98	1.831866	1.576759	3.868433	1.914882	0.437500
100	1.921842	1.663723	4.171978	1.918268	0.367188
102	1.732304	1.477106	3.883049	1.921730	0.484375
104	1.833218	1.578951	3.792527	1.925373	0.429688
106	1.857210	1.603021	3.787887	1.929168	0.398438
108	1.708858	1.459055	3.352540	1.933176	0.484375
110	1.766557	1.516189	3.411766	1.937407	0.460938
112	1.787133	1.536020	3.488564	1.941889	0.406250
114	1.765027	1.515243	3.358419	1.946470	0.445312
116	1.732124	1.483915	3.203378	1.951121	0.398438
118	1.930124	1.677726	3.624623	1.955919	0.320312
120	1.816545	1.564498	3.592246	1.960721	0.460938
122	1.674697	1.424970	3.362829	1.965536	0.460938
124	1.713266	1.463501	3.369553	1.970363	0.507812
126	1.620383	1.370253	3.409574	1.975215	0.476562
128	1.835206	1.582709	3.649562	1.980137	0.382812
130	1.982865	1.732916	3.399310	1.985032	0.312500
132	1.697517	1.449376	3.223535	1.989905	0.453125
134	1.671444	1.420931	3.464702	1.994865	0.414062
136	1.856646	1.606196	3.461690	1.999992	0.406250
138	1.634166	1.386290	3.208068	2.005237	0.468750
140	1.658944	1.409498	3.368699	2.010559	0.476562
142	1.747082	1.498510	3.285017	2.015866	0.476562
144	1.810301	1.559398	3.521872	2.021092	0.406250
146	1.644748	1.395247	3.385421	2.026380	0.476562
148	1.678419	1.427334	3.546807	2.031699	0.507812
150	1.528152	1.281427	3.113708	2.037033	0.539062
152	1.706127	1.457632	3.292466	2.042402	0.476562
154	1.588175	1.338771	3.385350	2.047833	0.484375
156	1.546657	1.295750	3.537045	2.053332	0.546875
158	1.618391	1.367021	3.584040	2.058853	0.500000
160	1.618608	1.365579	3.750812	2.064317	0.500000
162	1.609803	1.356675	3.761791	2.069685	0.515625
164	1.649022	1.396962	3.656178	2.075061	0.421875
166	1.782692	1.530792	3.642025	2.080505	0.429688
168	1.597863	1.346288	3.612077	2.085961	0.476562
170	1.614879	1.363033	3.641688	2.091458	0.515625
172	1.768536	1.519135	3.399585	2.096925	0.429688
174	1.613629	1.365590	3.265624	2.102443	0.492188
176	1.659590	1.412779	3.144127	2.108113	0.500000
178	1.644827	1.394391	3.507691	2.113673	0.468750
180	1.615512	1.366224	3.394083	2.119081	0.531250
182	1.431037	1.183750	3.194960	2.124386	0.578125
184	1.572605	1.326236	3.103287	2.129575	0.523438
186	1.683851	1.435106	3.340780	2.134562	0.500000
188	1.827560	1.577240	3.497506	2.139395	0.437500
190	1.522686	1.276656	3.068901	2.144118	0.539062
192	1.594155	1.348342	3.046943	2.148810	0.500000
194	1.414258	1.167224	3.168200	2.153445	0.562500
196	1.592759	1.343953	3.343626	2.158137	0.468750
198	1.692899	1.441673	3.584131	2.163029	0.484375
200	1.789607	1.540116	3.409863	2.167960	0.453125
202	1.523518	1.278110	3.001689	2.172948	0.484375
204	1.523084	1.279394	2.829162	2.177954	0.476562
206	1.739384	1.491101	3.287261	2.182899	0.445312
208	1.447924	1.202166	3.034508	2.187767	0.578125
210	1.525111	1.278097	3.159621	2.192480	0.562500
212	1.632600	1.383453	3.372475	2.197048	0.507812
214	1.566183	1.318098	3.267393	2.201429	0.500000
216	1.503590	1.258515	2.967113	2.205777	0.515625
218	1.437172	1.193515	2.825459	2.210102	0.562500
220	1.609266	1.362573	3.128433	2.214417	0.468750
222	1.520036	1.272062	3.256329	2.218836	0.531250
224	1.633707	1.385321	3.297268	2.223374	0.523438
226	1.600545	1.353030	3.209915	2.228067	0.562500
228	1.774033	1.524486	3.413022	2.232927	0.539062
230	1.425612	1.179091	3.110841	2.237807	0.539062
232	1.516564	1.270349	3.079904	2.242806	0.539062
234	1.510388	1.264690	3.026800	2.247814	0.593750
236	1.489403	1.242620	3.133194	2.252792	0.523438
238	1.426336	1.176666	3.419772	2.257832	0.546875
240	1.685511	1.436255	3.376507	2.262944	0.507812
242	1.490783	1.246281	2.900198	2.268012	0.546875
244	1.734147	1.488092	3.053543	2.272992	0.468750
246	1.586183	1.341845	2.880430	2.277879	0.484375
248	1.421585	1.179259	2.677353	2.282702	0.585938
250	1.606939	1.359462	3.189591	2.287358	0.507812
252	1.721323	1.473270	3.244466	2.292013	0.492188
254	1.437743	1.191286	3.083104	2.296639	0.546875
256	1.562589	1.315264	3.167521	2.301226	0.437500
258	1.567875	1.320396	3.180292	2.305938	0.515625
260	1.443250	1.195333	3.222337	2.310521	0.546875
262	1.331760	1.087335	2.871205	2.315122	0.664062
264	1.441527	1.196636	2.915936	2.319760	0.609375
266	1.346597	1.103024	2.783313	2.324456	0.679688
268	1.482437	1.239574	2.710384	2.329155	0.570312
270	1.550245	1.307664	2.680056	2.333754	0.546875
272	1.487236	1.245267	2.616449	2.338279	0.578125
274	1.565354	1.322129	2.739731	2.342746	0.523438
276	1.435768	1.192694	2.722675	2.347272	0.593750
278	1.581965	1.336465	2.963131	2.351868	0.523438
280	1.333622	1.090162	2.757291	2.356473	0.609375
282	1.596379	1.352138	2.833062	2.361065	0.554688
284	1.468426	1.226156	2.634526	2.365664	0.578125
286	1.385972	1.142458	2.757418	2.370201	0.593750
288	1.394898	1.149916	2.902758	2.374689	0.554688
290	1.479368	1.233695	2.970927	2.379207	0.531250
292	1.426796	1.179276	3.155337	2.383838	0.507812
294	1.449891	1.205127	2.879405	2.388576	0.578125
296	1.378792	1.133723	2.910261	2.393272	0.632812
298	1.395506	1.150441	2.910421	2.397850	0.539062
300	1.359946	1.115772	2.821893	2.402283	0.601562
302	1.469994	1.225727	2.831666	2.406702	0.570312
304	1.362924	1.120888	2.609375	2.411002	0.617188
306	1.514573	1.270554	2.807155	2.415096	0.476562
308	1.493650	1.249773	2.792385	2.419057	0.531250
310	1.373670	1.130957	2.676109	2.422965	0.609375
312	1.495955	1.248494	3.151187	2.426967	0.515625
314	1.504083	1.258228	2.990312	2.430960	0.570312
316	1.365149	1.120022	2.917722	2.434844	0.554688
